工厂编码,物料编码,M+1月预测需求量,M+2月预测需求量,M+3月预测需求量
2002,1177,0.09,0.0,0.0
2002,1178,0.03,0.11,0.39
2002,1179,0.0,0.0,0.0
2002,1180,0.0,0.11,0.01
2002,1181,0.0,0.0,0.04
2002,1182,0.05,0.0,0.02
2002,1183,0.16,0.19,0.0
2002,1184,0.24,0.0,0.14
2002,1185,0.07,0.0,0.0
2002,1186,0.0,0.0,0.0
2002,1187,0.0,0.0,0.0
2002,1188,0.04,0.0,0.0
2002,1189,0.0,0.05,0.08
2002,1190,0.0,0.0,0.0
2002,1191,0.0,0.0,0.0
2002,1192,0.0,0.11,0.0
2002,1193,0.0,0.0,0.06
2002,1194,0.04,0.0,0.0
2002,1195,0.0,0.0,0.0
2002,1196,0.03,0.09,0.05
2002,1197,0.0,0.12,0.0
2002,1198,0.05,0.1,0.0
2002,1199,0.07,0.0,0.1
2002,1200,0.0,0.15,0.04
2002,1201,0.18,0.0,0.05
2002,1202,0.17,0.02,0.12
2002,1203,0.0,0.0,0.06
2002,1204,0.0,0.13,0.0
2002,1205,0.0,0.05,0.0
2002,1206,0.08,0.0,0.07
2002,1207,0.12,0.0,0.0
2002,1208,0.17,0.03,0.0
2002,1209,0.07,0.0,0.08
2002,1210,0.0,0.0,0.0
2002,1211,0.0,0.0,0.0
2002,1212,0.23,0.15,0.19
2002,1213,0.0,0.0,0.0
2002,1214,0.0,0.12,0.14
2002,1215,0.0,0.28,0.0
2002,1216,0.0,0.1,0.0
2002,1217,0.19,0.01,0.19
2002,1218,0.0,0.01,0.08
2002,1219,0.04,0.0,0.25
2002,1220,0.04,0.0,0.0
2002,1221,0.1,0.0,0.13
2002,1222,0.0,0.0,0.09
2002,1223,0.0,0.01,0.03
2002,1224,0.16,0.21,0.0
2002,1225,0.0,0.0,0.08
2002,1226,0.0,0.0,0.0
2002,1227,0.24,0.1,0.0
2002,1228,0.01,0.12,0.01
2002,1229,0.02,0.06,0.0
2002,1230,0.16,0.0,0.0
2002,1231,0.13,0.28,0.04
2002,1232,0.23,0.0,0.06
2002,1233,0.0,0.0,0.0
2002,1234,0.09,0.15,0.15
2002,1235,0.1,0.06,0.0
2002,1236,0.0,0.3,0.05
2002,1237,0.0,0.0,0.0
2002,1238,0.02,0.01,0.23
2002,1239,0.0,0.19,0.09
2002,1240,0.13,0.0,0.0
2002,1241,0.18,0.0,0.0
2002,1242,0.0,0.0,0.16
2002,1243,0.04,0.05,0.0
2002,1244,0.17,0.0,0.0
2002,1245,0.0,0.17,0.0
2002,1246,0.0,0.0,0.0
2002,1247,0.11,0.0,0.02
2002,1248,0.0,0.07,0.08
2002,1249,0.03,0.02,0.15
2002,1250,0.0,0.0,0.03
2002,1251,0.22,0.1,0.0
2002,1252,0.02,0.0,0.21
2002,1253,0.0,0.18,0.0
2002,1254,0.0,0.01,0.14
2002,1255,0.0,0.0,0.0
2002,1256,0.01,0.15,0.15
2002,1257,0.0,0.04,0.02
2002,1258,0.0,0.0,0.0
2002,1259,0.09,0.0,0.0
2002,1260,0.03,0.0,0.02
2002,1261,0.0,0.1,0.0
2002,1262,0.03,0.0,0.0
2002,1263,0.0,0.0,0.05
2002,1264,0.19,0.14,0.0
2002,1265,0.0,0.01,0.0
2002,1266,0.0,0.0,0.12
2002,1267,0.06,0.0,0.0
2002,1268,0.0,0.0,0.0
2002,1269,0.04,0.0,0.0
2002,1270,0.21,0.09,0.0
2002,1271,0.08,0.12,0.01
2002,1272,0.0,0.0,0.0
2002,1273,0.0,0.0,0.0
2002,1274,0.0,0.0,0.05
2002,1275,0.0,0.0,0.02
2002,1276,0.05,0.0,0.14
2002,1277,0.1,0.05,0.0
2002,1278,0.0,0.0,0.14
2002,1279,0.09,0.15,0.03
2002,1280,0.03,0.04,0.07
2002,1281,0.1,0.0,0.0
2002,1282,0.0,0.0,0.0
2002,1283,0.0,0.0,0.0
2002,1284,0.02,0.06,0.0
2002,1285,0.0,0.2,0.0
2002,1286,0.0,0.01,0.06
2002,1287,0.08,0.0,0.11
2002,1288,0.0,0.02,0.0
2002,1289,0.0,0.0,0.0
2002,1290,0.0,0.11,0.0
2002,1291,0.07,0.0,0.0
2002,1292,0.0,0.21,0.0
2002,1293,0.12,0.0,0.03
2002,1294,0.16,0.2,0.0
2002,1295,0.01,0.21,0.08
2002,1296,0.08,0.07,0.0
2002,1297,0.08,0.0,0.0
2003,1000,0.02,0.08,0.03
2003,1001,1.75,1.78,1.83
2003,1002,0.06,0.0,0.0
2003,1003,9.87,10.4,10.38
2003,1004,0.0,0.01,0.0
2003,1005,0.01,0.0,0.0
2003,1006,0.01,0.0,0.0
2003,1007,0.01,0.05,0.03
2003,1008,0.0,0.02,0.02
2003,1009,0.09,0.0,0.0
2003,1010,0.85,0.86,0.77
2003,1011,0.0,0.06,0.0
2003,1012,0.65,0.58,0.53
2003,1013,0.02,0.0,0.0
2003,1014,0.0,0.0,0.03
2003,1015,0.0,0.0,0.0
2003,1016,0.0,0.04,0.0
2003,1017,0.05,0.0,0.05
2003,1018,0.01,0.03,0.01
2003,1019,0.0,0.0,0.01
2003,1020,0.0,0.03,0.0
2003,1021,0.0,0.03,0.04
2003,1022,0.02,0.01,0.0
2003,1023,0.0,0.0,0.0
2003,1024,0.0,0.04,0.02
2003,1025,0.01,0.02,0.0
2003,1026,0.02,0.01,0.0
2003,1027,2.05,2.02,1.97
2003,1028,0.04,0.0,0.0
2003,1029,8.17,7.99,7.16
2003,1030,0.0,0.01,0.0
2003,1031,42.51,43.78,44.33
2003,1032,0.0,0.02,0.0
2003,1033,0.0,0.01,0.0
2003,1034,15.92,16.36,15.99
2003,1035,0.0,0.0,0.0
2003,1036,0.0,0.03,0.0
2003,1037,27.36,27.86,27.27
2003,1038,14.01,14.22,14.26
2003,1039,0.03,0.0,0.0
2003,1040,2.13,2.17,2.13
2003,1041,0.01,0.0,0.05
2003,1042,10.17,10.46,10.41
2003,1043,0.04,0.0,0.0
2003,1044,7.65,7.46,7.49
2003,1045,0.22,0.07,0.07
2003,1046,0.04,0.0,0.0
2003,1047,0.0,0.01,0.0
2003,1048,0.27,0.3,0.33
2003,1049,0.03,0.0,0.01
2003,1050,0.0,0.0,0.0
2003,1051,11.63,11.56,11.55
2003,1052,0.02,0.05,0.04
2003,1053,8.71,9.05,8.95
2003,1054,52.25,53.7,53.76
2003,1055,0.0,0.05,0.0
2003,1056,0.09,0.0,0.0
2003,1057,0.0,0.02,0.02
2003,1058,0.0,0.02,0.0
2003,1059,0.01,0.03,0.03
2003,1060,0.0,0.02,0.09
2003,1061,19.65,20.45,19.88
2003,1062,0.04,0.06,0.0
2003,1063,0.06,0.0,0.04
2003,1064,0.0,0.02,0.02
2003,1065,0.0,0.0,0.0
2003,1066,0.0,0.05,0.1
2003,1067,0.07,0.06,0.02
2003,1068,0.02,0.08,0.04
2003,1069,0.0,0.04,0.0
2003,1070,0.0,0.0,0.05
2003,1071,0.01,0.0,0.1
2003,1072,0.0,0.0,0.0
2003,1073,0.0,0.06,0.0
2003,1074,0.02,0.01,0.0
2003,1075,0.03,0.01,0.02
2003,1076,0.0,0.01,0.0
2003,1077,0.0,0.02,0.02
2003,1078,0.0,0.0,0.05
2003,1079,0.0,0.01,0.0
2003,1080,0.01,0.0,0.04
2003,1081,0.03,0.0,0.0
2003,1082,0.05,0.0,0.0
2003,1083,0.05,0.0,0.0
2003,1084,0.02,0.0,0.01
2003,1085,0.03,0.0,0.03
2003,1086,0.09,0.02,0.07
2003,1087,0.0,0.02,0.0
2003,1088,0.0,0.0,0.0
2003,1089,0.0,0.06,0.0
2003,1090,0.03,0.0,0.0
2003,1091,18.52,19.85,18.88
2003,1092,0.04,0.01,0.0
2003,1093,0.0,0.0,0.0
2003,1094,0.0,0.04,0.03
2003,1095,0.02,0.0,0.0
2003,1096,0.0,0.01,0.0
2003,1097,0.01,0.0,0.01
2003,1098,0.0,0.0,0.1
2003,1099,0.0,0.0,0.0
2003,1100,0.0,0.03,0.03
2003,1101,0.01,0.08,0.0
2003,1102,0.06,0.01,0.0
2003,1103,0.01,0.0,0.0
2003,1104,0.11,0.14,0.09
2003,1105,0.0,0.01,0.0
2003,1106,0.0,0.0,0.0
2003,1107,0.02,0.0,0.01
2003,1108,0.03,0.0,0.0
2003,1109,0.0,0.0,0.0
2003,1110,0.0,0.03,0.0
2003,1111,0.0,0.07,0.03
2003,1112,0.0,0.1,0.0
2003,1113,0.0,0.04,0.0
2003,1114,0.0,0.0,0.06
2003,1115,0.0,0.0,0.0
2003,1116,0.0,0.01,0.01
2003,1117,0.0,0.0,0.0
2003,1118,0.02,0.0,0.01
2003,1119,0.04,0.02,0.02
2003,1120,0.0,0.01,0.01
2003,1121,0.04,0.02,0.03
2003,1122,0.0,0.0,0.0
2003,1123,0.01,0.0,0.01
2003,1124,0.0,0.01,0.05
2003,1125,0.01,0.0,0.0
2003,1126,0.0,0.0,0.01
2003,1127,0.04,0.05,0.05
2003,1128,0.0,0.08,0.04
2003,1129,0.0,0.0,0.04
2003,1130,0.0,0.02,0.08
2003,1131,0.01,0.0,0.0
2003,1132,0.02,0.08,0.0
2003,1133,0.0,0.01,0.0
2003,1134,0.0,0.0,0.0
2003,1135,0.04,0.0,0.03
2003,1136,0.04,0.0,0.0
2003,1137,0.02,0.0,0.0
2003,1138,0.0,0.03,0.0
2003,1139,0.0,0.06,0.03
2003,1140,0.05,0.0,0.09
2003,1141,0.01,0.0,0.0
2003,1142,0.0,0.04,0.03
2003,1143,0.02,0.02,0.0
2003,1144,0.0,0.0,0.0
2003,1145,0.0,0.0,0.0
2003,1146,0.0,0.0,0.02
2003,1147,0.0,0.03,0.08
2003,1148,0.0,0.0,0.06
2003,1149,0.02,0.06,0.06
2003,1150,0.0,0.04,0.0
2003,1151,0.08,0.0,0.12
2003,1152,0.05,0.03,0.0
2003,1153,0.01,0.0,0.0
2003,1154,0.0,0.05,0.0
2003,1155,0.0,0.01,0.04
2003,1156,0.05,0.0,0.03
2003,1157,0.02,0.0,0.0
2003,1158,0.0,0.01,0.0
2003,1159,0.06,0.03,0.01
2003,1160,0.05,0.0,0.01
2003,1161,0.0,0.0,0.02
2003,1162,0.06,0.0,0.0
2003,1163,0.0,0.0,0.0
2003,1164,0.05,0.0,0.0
2003,1165,0.04,0.0,0.05
2003,1166,0.05,0.03,0.03
2003,1167,0.12,0.0,0.07
2003,1168,0.05,0.01,0.0
2003,1169,0.05,0.06,0.04
2003,1170,0.0,0.02,0.03
2003,1171,0.0,0.03,0.02
2003,1172,0.06,0.0,0.0
2003,1173,0.04,0.04,0.02
2003,1174,0.0,0.0,0.05
2003,1175,0.0,0.03,0.06
2003,1176,0.0,0.03,0.0
2003,1177,0.03,0.0,0.0
2003,1178,0.01,0.04,0.13
2003,1179,0.0,0.0,0.0
2003,1180,0.0,0.03,0.0
2003,1181,0.0,0.0,0.02
2003,1182,0.02,0.0,0.01
2003,1183,0.05,0.06,0.0
2003,1184,0.07,0.0,0.03
2003,1185,0.02,0.01,0.0
2003,1186,0.0,0.0,0.0
2003,1187,0.0,0.0,0.0
2003,1188,0.01,0.0,0.0
2003,1189,0.0,0.02,0.03
2003,1190,0.0,0.0,0.0
2003,1191,0.0,0.0,0.0
2003,1192,0.0,0.04,0.0
2003,1193,0.0,0.0,0.02
2003,1194,0.02,0.0,0.0
2003,1195,0.0,0.0,0.0
2003,1196,0.02,0.02,0.01
2003,1197,0.0,0.04,0.0
2003,1198,0.02,0.03,0.0
2003,1199,0.02,0.0,0.03
2003,1200,0.0,0.05,0.01
2003,1201,0.06,0.0,0.01
2003,1202,0.06,0.0,0.04
2003,1203,0.0,0.0,0.02
2003,1204,0.0,0.04,0.0
2003,1205,0.0,0.01,0.0
2003,1206,0.03,0.01,0.02
2003,1207,0.03,0.0,0.0
2003,1208,0.06,0.01,0.0
2003,1209,0.02,0.0,0.03
2003,1210,0.0,0.0,0.0
2003,1211,0.0,0.0,0.0
2003,1212,0.07,0.05,0.06
2003,1213,0.0,0.0,0.0
2003,1214,0.0,0.05,0.05
2003,1215,0.0,0.09,0.0
2003,1216,0.0,0.02,0.0
2003,1217,0.06,0.01,0.06
2003,1218,0.0,0.0,0.03
2003,1219,0.01,0.0,0.08
2003,1220,0.02,0.0,0.0
2003,1221,0.02,0.0,0.04
2003,1222,0.0,0.0,0.02
2003,1223,0.0,0.01,0.01
2003,1224,0.05,0.07,0.0
2003,1225,0.0,0.0,0.02
2003,1226,0.0,0.01,0.0
2003,1227,0.07,0.02,0.0
2003,1228,0.0,0.04,0.0
2003,1229,0.0,0.02,0.0
2003,1230,0.05,0.0,0.0
2003,1231,0.04,0.09,0.02
2003,1232,0.08,0.0,0.02
2003,1233,0.0,0.0,0.0
2003,1234,0.03,0.05,0.05
2003,1235,0.02,0.01,0.0
2003,1236,0.01,0.1,0.02
2003,1237,0.0,0.0,0.0
2003,1238,0.01,0.0,0.07
2003,1239,0.0,0.07,0.03
2003,1240,0.04,0.0,0.0
2003,1241,0.05,0.0,0.0
2003,1242,0.0,0.0,0.05
2003,1243,0.03,0.01,0.0
2003,1244,0.06,0.0,0.0
2003,1245,0.0,0.05,0.0
2003,1246,0.0,0.0,0.0
2003,1247,0.04,0.0,0.01
2003,1248,0.0,0.01,0.02
2003,1249,0.01,0.0,0.04
2003,1250,0.0,0.0,0.01
2003,1251,0.08,0.03,0.0
2003,1252,0.0,0.0,0.07
2003,1253,0.0,0.06,0.01
2003,1254,0.0,0.0,0.06
2003,1255,0.0,0.0,0.0
2003,1256,0.0,0.05,0.04
2003,1257,0.0,0.01,0.01
2003,1258,0.0,0.0,0.01
2003,1259,0.02,0.0,0.0
2003,1260,0.01,0.0,0.0
2003,1261,0.0,0.03,0.0
2003,1262,0.01,0.0,0.0
2003,1263,0.0,0.0,0.02
2003,1264,0.06,0.05,0.0
2003,1265,0.0,0.0,0.0
2003,1266,0.0,0.0,0.04
2003,1267,0.03,0.0,0.0
2003,1268,0.0,0.0,0.0
2003,1269,0.01,0.0,0.0
2003,1270,0.07,0.04,0.0
2003,1271,0.03,0.03,0.0
2003,1272,0.0,0.0,0.0
2003,1273,0.0,0.0,0.0
2003,1274,0.0,0.0,0.01
2003,1275,0.0,0.0,0.01
2003,1276,0.02,0.0,0.04
2003,1277,0.03,0.01,0.0
2003,1278,0.0,0.0,0.04
2003,1279,0.03,0.04,0.01
2003,1280,0.01,0.01,0.02
2003,1281,0.03,0.0,0.0
2003,1282,0.0,0.0,0.0
2003,1283,0.0,0.0,0.0
2003,1284,0.01,0.02,0.0
2003,1285,0.0,0.07,0.0
2003,1286,0.0,0.01,0.02
2003,1287,0.02,0.0,0.04
2003,1288,0.0,0.0,0.0
2003,1289,0.0,0.0,0.0
2003,1290,0.0,0.03,0.0
2003,1291,0.01,0.0,0.0
2003,1292,0.0,0.07,0.0
2003,1293,0.04,0.0,0.01
2003,1294,0.04,0.06,0.0
2003,1295,0.0,0.07,0.03
2003,1296,0.02,0.02,0.0
2003,1297,0.03,0.0,0.0
2004,1000,0.07,0.22,0.12
2004,1001,4.28,4.35,4.52
2004,1002,0.14,0.0,0.0
2004,1003,24.4,25.69,25.68
2004,1004,0.0,0.02,0.0
2004,1005,0.03,0.01,0.0
2004,1006,0.04,0.0,0.0
2004,1007,0.03,0.12,0.11
2004,1008,0.0,0.05,0.04
2004,1009,0.24,0.0,0.0
2004,1010,2.08,2.11,1.89
2004,1011,0.0,0.16,0.0
2004,1012,1.66,1.52,1.39
2004,1013,0.06,0.0,0.0
2004,1014,0.0,0.0,0.07
2004,1015,0.0,0.0,0.0
2004,1016,0.0,0.08,0.0
2004,1017,0.13,0.0,0.13
2004,1018,0.02,0.08,0.05
2004,1019,0.0,0.0,0.03
2004,1020,0.0,0.09,0.0
2004,1021,0.0,0.08,0.1
2004,1022,0.03,0.04,0.0
2004,1023,0.0,0.0,0.0
2004,1024,0.0,0.1,0.07
2004,1025,0.01,0.06,0.0
2004,1026,0.05,0.03,0.0
2004,1027,4.9,4.84,4.66
2004,1028,0.09,0.0,0.0
2004,1029,20.09,19.65,17.58
2004,1030,0.0,0.03,0.02
2004,1031,105.49,108.67,110.02
2004,1032,0.0,0.03,0.0
2004,1033,0.0,0.04,0.0
2004,1034,39.41,40.5,39.51
2004,1035,0.0,0.0,0.0
2004,1036,0.01,0.07,0.0
2004,1037,67.86,69.08,67.62
2004,1038,34.61,35.15,35.24
2004,1039,0.07,0.0,0.0
2004,1040,5.17,5.22,5.15
2004,1041,0.0,0.0,0.12
2004,1042,25.11,25.86,25.66
2004,1043,0.09,0.0,0.0
2004,1044,18.78,18.34,18.42
2004,1045,0.63,0.25,0.27
2004,1046,0.1,0.01,0.0
2004,1047,0.0,0.03,0.0
2004,1048,0.69,0.83,0.85
2004,1049,0.04,0.0,0.01
2004,1050,0.0,0.01,0.01
2004,1051,28.64,28.45,28.47
2004,1052,0.15,0.24,0.2
2004,1053,21.58,22.48,22.16
2004,1054,129.75,133.33,133.5
2004,1055,0.0,0.12,0.0
2004,1056,0.2,0.0,0.0
2004,1057,0.0,0.04,0.03
2004,1058,0.02,0.06,0.0
2004,1059,0.02,0.04,0.07
2004,1060,0.0,0.12,0.28
2004,1061,49.17,51.19,49.68
2004,1062,0.13,0.16,0.0
2004,1063,0.18,0.0,0.12
2004,1064,0.0,0.08,0.05
2004,1065,0.0,0.01,0.0
2004,1066,0.0,0.12,0.25
2004,1067,0.18,0.17,0.04
2004,1068,0.05,0.2,0.12
2004,1069,0.0,0.1,0.0
2004,1070,0.0,0.0,0.12
2004,1071,0.03,0.0,0.24
2004,1072,0.0,0.0,0.0
2004,1073,0.0,0.11,0.0
2004,1074,0.07,0.03,0.0
2004,1075,0.07,0.05,0.05
2004,1076,0.0,0.01,0.0
2004,1077,0.05,0.07,0.1
2004,1078,0.0,0.0,0.14
2004,1079,0.0,0.02,0.0
2004,1080,0.04,0.0,0.11
2004,1081,0.07,0.0,0.0
2004,1082,0.12,0.0,0.0
2004,1083,0.15,0.0,0.0
2004,1084,0.04,0.0,0.0
2004,1085,0.05,0.0,0.07
2004,1086,0.23,0.05,0.19
2004,1087,0.0,0.03,0.0
2004,1088,0.0,0.0,0.0
2004,1089,0.02,0.17,0.01
2004,1090,0.09,0.0,0.02
2004,1091,46.05,49.31,46.89
2004,1092,0.11,0.02,0.0
2004,1093,0.0,0.0,0.0
2004,1094,0.01,0.08,0.07
2004,1095,0.05,0.0,0.0
2004,1096,0.0,0.01,0.0
2004,1097,0.03,0.0,0.02
2004,1098,0.0,0.0,0.23
2004,1099,0.0,0.0,0.0
2004,1100,0.0,0.06,0.08
2004,1101,0.04,0.2,0.0
2004,1102,0.17,0.03,0.0
2004,1103,0.0,0.01,0.01
2004,1104,0.25,0.33,0.19
2004,1105,0.0,0.03,0.0
2004,1106,0.0,0.0,0.0
2004,1107,0.05,0.0,0.01
2004,1108,0.07,0.0,0.0
2004,1109,0.0,0.0,0.0
2004,1110,0.0,0.11,0.0
2004,1111,0.0,0.17,0.08
2004,1112,0.0,0.25,0.0
2004,1113,0.0,0.09,0.0
2004,1114,0.0,0.0,0.14
2004,1115,0.0,0.0,0.0
2004,1116,0.0,0.03,0.05
2004,1117,0.0,0.0,0.0
2004,1118,0.04,0.0,0.0
2004,1119,0.08,0.05,0.06
2004,1120,0.0,0.02,0.05
2004,1121,0.11,0.06,0.05
2004,1122,0.0,0.0,0.0
2004,1123,0.03,0.0,0.01
2004,1124,0.0,0.01,0.14
2004,1125,0.03,0.0,0.0
2004,1126,0.0,0.02,0.01
2004,1127,0.1,0.15,0.12
2004,1128,0.0,0.22,0.11
2004,1129,0.0,0.0,0.09
2004,1130,0.0,0.04,0.21
2004,1131,0.0,0.01,0.0
2004,1132,0.03,0.19,0.0
2004,1133,0.0,0.05,0.0
2004,1134,0.0,0.0,0.0
2004,1135,0.08,0.0,0.06
2004,1136,0.09,0.0,0.0
2004,1137,0.03,0.0,0.0
2004,1138,0.0,0.08,0.0
2004,1139,0.0,0.14,0.07
2004,1140,0.15,0.01,0.22
2004,1141,0.02,0.0,0.0
2004,1142,0.0,0.07,0.08
2004,1143,0.07,0.07,0.0
2004,1144,0.0,0.01,0.0
2004,1145,0.0,0.0,0.0
2004,1146,0.01,0.0,0.03
2004,1147,0.0,0.07,0.18
2004,1148,0.0,0.0,0.17
2004,1149,0.05,0.15,0.16
2004,1150,0.0,0.08,0.0
2004,1151,0.2,0.0,0.3
2004,1152,0.13,0.06,0.0
2004,1153,0.03,0.0,0.01
2004,1154,0.0,0.14,0.0
2004,1155,0.0,0.02,0.1
2004,1156,0.1,0.0,0.1
2004,1157,0.04,0.0,0.0
2004,1158,0.0,0.02,0.0
2004,1159,0.15,0.07,0.02
2004,1160,0.11,0.0,0.02
2004,1161,0.02,0.0,0.06
2004,1162,0.14,0.0,0.0
2004,1163,0.0,0.01,0.0
2004,1164,0.11,0.0,0.0
2004,1165,0.13,0.0,0.12
2004,1166,0.09,0.07,0.07
2004,1167,0.27,0.0,0.13
2004,1168,0.1,0.03,0.0
2004,1169,0.07,0.1,0.05
2004,1170,0.0,0.07,0.07
2004,1171,0.0,0.04,0.01
2004,1172,0.14,0.0,0.0
2004,1173,0.12,0.1,0.08
2004,1174,0.0,0.0,0.13
2004,1175,0.0,0.05,0.15
2004,1176,0.0,0.07,0.0
2004,1177,0.07,0.0,0.0
2004,1178,0.03,0.09,0.32
2004,1179,0.0,0.0,0.0
2004,1180,0.0,0.09,0.01
2004,1181,0.0,0.0,0.04
2004,1182,0.04,0.0,0.02
2004,1183,0.12,0.15,0.0
2004,1184,0.2,0.0,0.11
2004,1185,0.06,0.0,0.0
2004,1186,0.0,0.0,0.0
2004,1187,0.0,0.0,0.0
2004,1188,0.03,0.0,0.0
2004,1189,0.0,0.04,0.07
2004,1190,0.0,0.0,0.0
2004,1191,0.0,0.0,0.0
2004,1192,0.0,0.09,0.0
2004,1193,0.0,0.0,0.04
2004,1194,0.04,0.0,0.0
2004,1195,0.0,0.0,0.0
2004,1196,0.03,0.07,0.04
2004,1197,0.0,0.1,0.0
2004,1198,0.04,0.08,0.0
2004,1199,0.06,0.0,0.08
2004,1200,0.0,0.12,0.04
2004,1201,0.14,0.0,0.04
2004,1202,0.14,0.02,0.1
2004,1203,0.0,0.0,0.05
2004,1204,0.0,0.11,0.0
2004,1205,0.0,0.04,0.0
2004,1206,0.07,0.0,0.05
2004,1207,0.1,0.0,0.0
2004,1208,0.14,0.02,0.0
2004,1209,0.05,0.0,0.06
2004,1210,0.0,0.0,0.0
2004,1211,0.0,0.0,0.0
2004,1212,0.18,0.12,0.16
2004,1213,0.0,0.0,0.0
2004,1214,0.0,0.09,0.11
2004,1215,0.0,0.23,0.0
2004,1216,0.0,0.08,0.0
2004,1217,0.15,0.01,0.16
2004,1218,0.0,0.01,0.06
2004,1219,0.03,0.0,0.21
2004,1220,0.04,0.0,0.0
2004,1221,0.08,0.0,0.1
2004,1222,0.0,0.0,0.07
2004,1223,0.0,0.01,0.03
2004,1224,0.13,0.17,0.0
2004,1225,0.0,0.0,0.06
2004,1226,0.0,0.0,0.0
2004,1227,0.19,0.08,0.0
2004,1228,0.01,0.1,0.01
2004,1229,0.01,0.05,0.0
2004,1230,0.13,0.0,0.0
2004,1231,0.1,0.23,0.04
2004,1232,0.19,0.0,0.05
2004,1233,0.0,0.0,0.0
2004,1234,0.07,0.12,0.12
2004,1235,0.08,0.05,0.0
2004,1236,0.0,0.24,0.05
2004,1237,0.0,0.0,0.0
2004,1238,0.02,0.01,0.18
2004,1239,0.0,0.15,0.07
2004,1240,0.1,0.0,0.0
2004,1241,0.14,0.0,0.0
2004,1242,0.0,0.0,0.13
2004,1243,0.04,0.04,0.0
2004,1244,0.14,0.0,0.0
2004,1245,0.0,0.14,0.0
2004,1246,0.0,0.0,0.0
2004,1247,0.09,0.0,0.02
2004,1248,0.0,0.06,0.06
2004,1249,0.02,0.01,0.12
2004,1250,0.0,0.0,0.02
2004,1251,0.18,0.08,0.0
2004,1252,0.02,0.0,0.17
2004,1253,0.0,0.14,0.0
2004,1254,0.0,0.0,0.12
2004,1255,0.0,0.0,0.0
2004,1256,0.01,0.12,0.12
2004,1257,0.0,0.03,0.01
2004,1258,0.0,0.0,0.0
2004,1259,0.07,0.0,0.0
2004,1260,0.03,0.0,0.01
2004,1261,0.0,0.08,0.0
2004,1262,0.02,0.0,0.0
2004,1263,0.0,0.0,0.04
2004,1264,0.15,0.11,0.0
2004,1265,0.0,0.01,0.0
2004,1266,0.0,0.0,0.1
2004,1267,0.05,0.0,0.0
2004,1268,0.0,0.0,0.0
2004,1269,0.03,0.0,0.0
2004,1270,0.17,0.07,0.0
2004,1271,0.07,0.09,0.01
2004,1272,0.0,0.0,0.0
2004,1273,0.0,0.0,0.0
2004,1274,0.0,0.0,0.04
2004,1275,0.0,0.0,0.02
2004,1276,0.04,0.0,0.11
2004,1277,0.08,0.04,0.0
2004,1278,0.0,0.0,0.11
2004,1279,0.07,0.12,0.03
2004,1280,0.02,0.04,0.05
2004,1281,0.08,0.0,0.0
2004,1282,0.0,0.0,0.0
2004,1283,0.0,0.0,0.0
2004,1284,0.02,0.05,0.0
2004,1285,0.0,0.16,0.0
2004,1286,0.0,0.01,0.05
2004,1287,0.06,0.0,0.09
2004,1288,0.0,0.01,0.0
2004,1289,0.0,0.0,0.0
2004,1290,0.0,0.09,0.0
2004,1291,0.05,0.0,0.0
2004,1292,0.0,0.17,0.0
2004,1293,0.1,0.0,0.02
2004,1294,0.12,0.16,0.0
2004,1295,0.01,0.17,0.06
2004,1296,0.06,0.06,0.0
2004,1297,0.06,0.0,0.0
2005,1000,0.04,0.15,0.07
2005,1001,2.9,2.94,3.05
2005,1002,0.09,0.0,0.0
2005,1003,16.59,17.47,17.45
2005,1004,0.0,0.02,0.0
2005,1005,0.02,0.0,0.0
2005,1006,0.02,0.0,0.0
2005,1007,0.02,0.07,0.07
2005,1008,0.0,0.04,0.02
2005,1009,0.17,0.0,0.0
2005,1010,1.4,1.43,1.27
2005,1011,0.0,0.11,0.0
2005,1012,1.12,1.02,0.93
2005,1013,0.04,0.0,0.0
2005,1014,0.0,0.0,0.04
2005,1015,0.0,0.0,0.0
2005,1016,0.0,0.06,0.0
2005,1017,0.08,0.0,0.08
2005,1018,0.01,0.05,0.03
2005,1019,0.0,0.0,0.02
2005,1020,0.0,0.06,0.0
2005,1021,0.0,0.05,0.06
2005,1022,0.03,0.02,0.0
2005,1023,0.0,0.0,0.0
2005,1024,0.0,0.07,0.05
2005,1025,0.01,0.04,0.0
2005,1026,0.03,0.02,0.0
2005,1027,3.34,3.3,3.19
2005,1028,0.06,0.0,0.0
2005,1029,13.66,13.37,11.97
2005,1030,0.0,0.02,0.01
2005,1031,71.76,73.91,74.83
2005,1032,0.0,0.02,0.0
2005,1033,0.0,0.02,0.0
2005,1034,26.8,27.54,26.87
2005,1035,0.0,0.0,0.0
2005,1036,0.0,0.05,0.0
2005,1037,46.15,46.99,45.99
2005,1038,23.53,23.91,23.97
2005,1039,0.04,0.0,0.0
2005,1040,3.52,3.55,3.5
2005,1041,0.0,0.0,0.08
2005,1042,17.08,17.59,17.46
2005,1043,0.06,0.0,0.0
2005,1044,12.79,12.49,12.54
2005,1045,0.41,0.15,0.17
2005,1046,0.07,0.0,0.0
2005,1047,0.0,0.02,0.0
2005,1048,0.46,0.55,0.57
2005,1049,0.03,0.0,0.01
2005,1050,0.0,0.0,0.0
2005,1051,19.49,19.37,19.37
2005,1052,0.07,0.13,0.11
2005,1053,14.67,15.28,15.08
2005,1054,88.25,90.68,90.79
2005,1055,0.0,0.08,0.0
2005,1056,0.14,0.0,0.0
2005,1057,0.0,0.03,0.02
